序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1638,300936,中英科技,35.15,1.91,0.66,10828.0,38102290.0,2.67,35.43,34.51,34.98,34.49,0.98,2.28,4613.26,2.61,2643280000.0,1668228666.0,-0.11,0.0,-5.46,-7.01
1639,688190,云路股份,92.99,1.91,1.74,10524.0,97480149.0,3.61,93.85,90.56,91.08,91.25,1.37,0.88,35.35,4.32,11158800000.0,11158800000.0,-0.01,-0.01,1.52,1.08
1640,600366,宁波韵升,7.46,1.91,0.14,253444.0,189543513.0,1.37,7.54,7.44,7.46,7.32,1.36,2.38,55.07,1.38,8198846240.0,7930293589.0,0.0,0.13,-1.71,1.36
1641,301529,福赛科技,28.86,1.91,0.54,13004.0,37351970.0,2.61,29.06,28.32,28.35,28.32,0.83,2.87,21.89,1.94,2448401881.0,1305583399.0,-0.07,-0.1,-1.64,0.35
1642,002175,东方智造,4.26,1.91,0.08,463278.0,197928589.0,3.35,4.33,4.19,4.21,4.18,1.03,3.63,1627.84,9.11,5439085897.0,5439085897.0,0.0,0.0,-3.62,1.91
1643,603690,至纯科技,25.55,1.91,0.48,153743.0,391917689.0,2.51,25.7,25.07,25.08,25.07,0.57,4.01,128.87,2.04,9802120808.0,9784736588.0,0.04,0.16,12.56,1.75
1644,301202,朗威股份,40.54,1.91,0.76,27717.0,112133706.0,3.42,40.87,39.51,40.03,39.78,0.8,7.45,67.79,4.47,5529656000.0,1507277200.0,-0.02,0.05,7.56,-13.17
1645,600132,重庆啤酒,57.77,1.91,1.08,55740.0,321186359.0,1.69,57.8,56.84,56.85,56.69,1.92,1.15,14.79,16.87,27959016108.0,27959016108.0,0.0,0.07,4.58,-8.33
1646,603869,ST智知,5.91,1.9,0.11,16715.0,9823780.0,3.28,5.96,5.77,5.8,5.8,1.1,0.33,126.81,0.8,2981598002.0,2981598002.0,-0.17,0.0,2.96,3.68
1647,688302,海创药业-U,39.1,1.9,0.73,14601.0,57202828.0,4.12,39.88,38.3,38.3,38.37,0.67,1.79,-30.15,3.33,3871509882.0,3187241192.0,0.15,0.13,36.81,27.32
1648,300566,激智科技,18.2,1.9,0.34,55188.0,100378842.0,1.34,18.29,18.05,18.06,17.86,1.08,2.42,20.4,2.34,4800096210.0,4153668301.0,0.05,0.05,-2.2,-7.71
1649,300369,绿盟科技,6.97,1.9,0.13,181799.0,127110495.88,3.95,7.06,6.79,6.84,6.84,1.0,2.28,-13.67,2.26,5571180433.0,5563642664.0,0.0,-0.14,-1.69,-3.06
1650,002413,雷科防务,4.3,1.9,0.08,137477.0,58933770.74,2.37,4.32,4.22,4.22,4.22,0.89,1.11,-38.45,1.66,5663055400.0,5325557198.0,0.0,0.0,7.5,-1.38
1651,300687,赛意信息,32.2,1.9,0.6,345104.0,1114730537.92,6.27,32.89,30.91,31.74,31.6,1.14,10.43,134.66,4.76,13207894178.0,10653623672.0,0.0,0.03,59.09,76.92
1652,603190,亚通精工,20.89,1.9,0.39,9817.0,20464511.0,2.78,21.09,20.52,20.71,20.5,0.9,2.42,17.66,1.17,2506800000.0,846451937.0,-0.14,-0.43,-3.87,-6.82
1653,002190,成飞集成,16.62,1.9,0.31,50528.0,83419068.0,1.9,16.63,16.32,16.36,16.31,1.28,1.41,3077.98,1.76,5962081681.0,5962081681.0,0.06,0.06,-0.18,-14.06
1654,688443,智翔金泰-U,28.44,1.9,0.53,27192.0,77096904.0,4.3,28.9,27.7,28.68,27.91,0.72,2.38,-21.6,5.21,10428379200.0,3243300017.0,-0.35,-0.49,14.96,13.35
1655,301163,宏德股份,21.48,1.9,0.4,13494.0,29029128.0,2.75,21.66,21.08,21.19,21.08,0.96,2.47,151.09,1.57,1752768000.0,1175506726.0,-0.32,-0.32,3.22,1.66
1656,300560,中富通,11.82,1.9,0.22,54363.0,64155558.25,2.67,11.89,11.58,11.58,11.6,1.19,2.91,88.5,2.83,2715569612.0,2209923759.0,-0.08,0.08,-11.26,-23.64
1657,688148,芳源股份,4.29,1.9,0.08,59115.0,25268209.0,3.8,4.31,4.15,4.24,4.21,1.23,1.16,-11.02,6.27,2188642397.0,2188642397.0,-0.23,0.23,-7.74,-13.33
1658,002635,安洁科技,12.86,1.9,0.24,72091.0,92589010.5,2.61,12.95,12.62,12.67,12.62,0.78,1.82,67.95,1.45,8483571939.0,5084805960.0,-0.08,-0.08,-15.45,-19.22
1659,002097,山河智能,6.99,1.9,0.13,171846.0,119987904.0,2.62,7.04,6.86,6.87,6.86,1.08,1.6,57.85,1.59,7511574675.0,7498009707.0,-0.14,-0.14,0.29,-6.8
1660,300184,力源信息,10.25,1.89,0.19,766738.0,784781889.67,4.08,10.41,10.0,10.11,10.06,1.24,7.31,73.34,3.14,11828622201.0,10745963460.0,-0.19,0.0,11.9,9.86
1661,301223,中荣股份,16.67,1.89,0.31,7684.0,12669972.07,1.96,16.67,16.35,16.51,16.36,0.93,0.69,20.45,1.09,3219436425.0,1867291050.0,0.66,0.97,4.19,3.54
1662,301313,凡拓数创,21.61,1.89,0.4,19388.0,41840279.4,3.49,21.74,21.0,21.21,21.21,0.92,2.91,-25.01,2.87,2262424374.0,1440628619.0,0.05,0.14,-10.85,-16.5
1663,301105,鸿铭股份,31.3,1.89,0.58,10345.0,32395839.0,2.73,31.64,30.8,31.01,30.72,0.97,6.29,97.0,1.85,1565000000.0,514493656.0,0.29,0.16,12.96,12.59
1664,836239,长虹能源,46.27,1.89,0.86,39513.0,183382216.97,3.33,46.93,45.42,45.43,45.41,0.98,7.95,25.99,6.24,6017552449.0,2300085587.0,-0.02,0.13,49.79,61.95
1665,002905,金逸影视,8.08,1.89,0.15,266287.0,217986625.41,3.91,8.36,8.05,8.09,7.93,2.41,7.62,7.14,16.7,3040665600.0,2823475200.0,-0.12,-0.49,1.76,2.54
1666,300153,科泰电源,29.71,1.89,0.55,345620.0,1027838204.06,5.14,30.3,28.8,29.23,29.16,1.02,10.86,171.52,10.74,9507200000.0,9457587806.0,0.0,-0.03,79.19,87.68
1667,300606,金太阳,16.75,1.89,0.31,32396.0,54266321.5,3.28,16.9,16.36,16.58,16.44,1.31,2.71,62.11,3.45,2346959750.0,1998717786.0,-0.06,-0.12,-5.9,-12.71
1668,002631,德尔未来,4.34,1.88,0.08,170828.0,73971775.0,3.05,4.41,4.28,4.28,4.26,0.65,2.15,-26.61,1.55,3460207704.0,3444104008.0,0.0,0.46,13.32,-2.03
1669,300307,慈星股份,8.15,1.88,0.15,162813.0,132045607.08,2.13,8.15,7.98,8.0,8.0,0.76,2.08,21.26,1.97,6473127524.0,6375021557.0,0.37,0.25,-17.51,-1.09
1670,605266,健之佳,20.57,1.88,0.38,28260.0,58187475.0,3.17,20.83,20.19,20.22,20.19,1.22,1.83,23.71,1.16,3178948029.0,3178948029.0,-0.1,-0.19,-7.26,-10.84
1671,301056,森赫股份,8.65,1.88,0.16,24827.0,21440242.0,2.59,8.74,8.52,8.55,8.49,0.72,1.41,35.03,2.6,2307704670.0,1522363930.0,0.0,0.12,1.65,5.75
1672,600831,ST广网,2.72,1.87,0.05,96989.0,26078276.0,3.37,2.72,2.63,2.63,2.67,1.19,1.36,-3.26,1.0,1933775818.0,1933775818.0,0.37,0.37,7.51,6.67
1673,301195,北路智控,33.85,1.87,0.62,12759.0,43175326.58,3.1,34.18,33.15,33.15,33.23,0.62,2.57,26.65,1.84,4470564084.0,1680432137.0,0.03,0.0,6.21,5.42
1674,600120,浙江东方,5.98,1.87,0.11,895277.0,536058103.0,3.07,6.05,5.87,5.87,5.87,1.36,2.62,31.64,1.3,20423981322.0,20423981322.0,0.0,0.0,17.49,28.33
1675,600967,内蒙一机,11.43,1.87,0.21,309608.0,353440595.0,2.85,11.55,11.23,11.31,11.22,1.36,1.82,26.11,1.65,19451513044.0,19418580585.0,-0.09,0.0,31.53,34.47
1676,600418,江淮汽车,36.44,1.87,0.67,790332.0,2844379513.0,4.47,36.5,34.9,35.84,35.77,1.7,3.62,-89.22,7.11,79585316784.0,79585316784.0,0.0,-0.11,-10.88,-2.83
1677,688253,英诺特,30.53,1.87,0.56,14725.0,44881536.0,2.6,30.76,29.98,30.01,29.97,0.48,2.14,10.93,2.02,4166068724.0,2100790060.0,0.07,0.0,3.49,-15.8
1678,301602,超研股份,24.46,1.87,0.45,34007.0,82975024.88,2.87,24.61,23.92,23.92,24.01,1.14,6.21,66.61,8.1,10476942945.0,1339831967.0,0.04,0.0,7.09,265.07
1679,688137,近岸蛋白,32.75,1.87,0.6,2818.0,9216291.0,2.71,32.95,32.08,32.1,32.15,0.87,0.86,-48.66,1.1,2298245627.0,1070120627.0,-0.15,-0.21,4.77,-1.36
1680,600446,金证股份,14.7,1.87,0.27,116032.0,169729913.0,3.81,14.89,14.34,14.43,14.43,0.64,1.23,-36.53,3.92,13910242574.0,13910242574.0,0.0,-0.07,1.73,-14.73
1681,002046,国机精工,15.33,1.86,0.28,286661.0,432331156.66,4.92,15.42,14.68,14.88,15.05,1.68,5.45,23.23,1.92,8220970581.0,8061134528.0,0.0,0.0,17.38,9.5
1682,000058,深 赛 格,8.23,1.86,0.15,88766.0,72918865.46,2.48,8.28,8.08,8.08,8.08,0.94,0.9,110.7,5.0,10132781531.0,8104176501.0,-0.12,0.0,7.3,2.49
1683,600358,ST联合,4.39,1.86,0.08,111083.0,48600250.0,3.71,4.44,4.28,4.33,4.31,1.04,2.2,-64.92,29.04,2216671937.0,2216671937.0,0.23,0.23,29.88,20.27
1684,300931,通用电梯,6.57,1.86,0.12,49059.0,32364894.75,3.1,6.66,6.46,6.51,6.45,0.85,2.45,-242.07,2.49,1577759220.0,1316913880.0,0.15,0.0,-1.35,0.0
1685,688070,纵横股份,39.0,1.85,0.71,11042.0,42563176.0,5.28,39.44,37.42,37.5,38.29,1.23,1.26,-30.57,6.3,3415620000.0,3415620000.0,0.08,0.0,6.85,10.48
1686,301107,瑜欣电子,34.64,1.85,0.63,20850.0,72044986.0,4.73,35.34,33.73,34.02,34.01,0.81,9.74,25.86,2.67,2542576000.0,741768836.0,0.26,0.23,27.21,35.26
1687,688183,生益电子,25.9,1.85,0.47,114946.0,297165461.0,2.56,26.1,25.45,25.49,25.43,0.9,1.38,26.91,4.76,21544168433.0,21544168433.0,-0.38,0.08,-28.45,-34.03
1688,300341,麦克奥迪,15.38,1.85,0.28,45738.0,70446907.0,2.72,15.5,15.09,15.1,15.1,0.93,0.89,57.03,4.29,7957770968.0,7925739426.0,0.0,0.0,-6.05,-12.16
1689,002617,露笑科技,7.14,1.85,0.13,472450.0,336380760.5,2.43,7.18,7.01,7.02,7.01,1.32,2.5,35.0,2.2,13730262147.0,13504979861.0,-0.14,0.0,-3.9,-6.67
1690,301578,辰奕智能,44.61,1.85,0.81,9248.0,41120243.95,3.86,45.0,43.31,43.77,43.8,0.98,5.19,85.9,2.95,2783664000.0,795084030.0,-0.02,0.0,-3.02,-8.68
1691,688420,美腾科技,20.98,1.84,0.38,5474.0,11503974.0,2.52,21.2,20.68,20.91,20.6,1.26,1.6,185.77,1.28,1855261400.0,715606820.0,0.0,-0.24,3.6,-3.67
1692,688489,三未信安,32.6,1.84,0.59,5337.0,17379181.0,2.94,32.89,31.95,32.02,32.01,0.56,1.06,-27.5,2.06,3741452318.0,1647374887.0,-0.09,0.03,0.9,-5.51
1693,002027,分众传媒,7.2,1.84,0.13,1381307.0,990074980.38,2.4,7.22,7.05,7.06,7.07,1.43,0.96,22.9,5.72,103983838027.0,103983838027.0,0.14,0.14,8.76,2.42
1694,300977,深圳瑞捷,16.05,1.84,0.29,14971.0,23959637.26,1.97,16.11,15.8,15.8,15.76,0.69,1.58,143.22,1.79,2443238968.0,1520443528.0,0.31,0.25,-4.24,-12.91
1695,300978,东箭科技,10.53,1.84,0.19,34029.0,35687222.96,2.03,10.55,10.34,10.34,10.34,0.87,1.8,22.4,2.6,4451059842.0,1989749685.0,-0.19,-0.09,-0.66,-3.31
1696,300939,秋田微,28.27,1.84,0.51,9954.0,28127568.0,2.59,28.45,27.73,27.73,27.76,1.0,0.83,43.53,2.44,3392400000.0,3392400000.0,-0.04,0.04,-9.39,-13.81
1697,301528,多浦乐,43.8,1.84,0.79,6541.0,28565813.62,2.28,43.99,43.01,43.01,43.01,0.94,2.05,112.75,1.8,2711220000.0,1395028073.0,-0.21,-0.18,13.09,12.31
1698,300486,东杰智能,6.64,1.84,0.12,76688.0,50823685.0,2.45,6.68,6.52,6.57,6.52,0.81,1.94,163.63,2.54,2706824027.0,2629978046.0,-0.15,0.0,1.22,-2.92
1699,300424,航新科技,14.4,1.84,0.26,49044.0,70731378.0,2.69,14.53,14.15,14.28,14.14,0.68,2.0,102.44,4.81,3534169536.0,3527393386.0,-0.07,0.07,-2.57,-20.27
1700,688062,迈威生物-U,21.01,1.84,0.38,64584.0,135776913.0,4.41,21.39,20.48,20.48,20.63,0.71,3.16,-7.19,6.57,8395596000.0,4289611700.0,-0.24,0.0,34.59,4.01
1701,301108,洁雅股份,27.3,1.83,0.49,17744.0,48772174.24,4.81,28.1,26.81,26.95,26.81,0.82,5.15,54.53,1.19,2194846918.0,939825241.0,0.22,0.26,9.81,6.02
1702,300665,飞鹿股份,7.23,1.83,0.13,69434.0,50177130.94,3.8,7.3,7.03,7.21,7.1,1.38,4.95,-22.42,3.67,1369601638.0,1013569376.0,-0.14,0.0,12.09,16.61
1703,300053,航宇微,11.66,1.83,0.21,104089.0,121148841.97,2.71,11.74,11.43,11.5,11.45,0.84,1.6,1640.95,4.58,8125554606.0,7588548700.0,0.0,0.0,-3.64,-10.92
1704,002698,博实股份,16.65,1.83,0.3,147657.0,245299348.63,2.63,16.79,16.36,16.49,16.35,1.16,1.75,28.36,4.34,17025638535.0,14009943549.0,0.0,0.0,-6.88,-2.06
1705,301520,万邦医药,36.7,1.83,0.66,12545.0,46319043.0,4.08,37.56,36.09,36.2,36.04,1.21,5.59,51.62,1.63,2446666679.0,822923806.0,0.19,0.16,-3.93,-3.8
1706,603233,大参林,18.92,1.83,0.34,111654.0,208709614.0,3.88,19.0,18.28,18.5,18.58,1.13,0.98,11.71,3.01,21547002173.0,21547002173.0,-0.21,-0.11,33.71,25.63
1707,839725,惠丰钻石,28.43,1.83,0.51,17888.0,50649453.01,3.76,28.56,27.51,27.51,27.92,1.08,4.25,-226.08,4.16,2594948250.0,1196270774.0,0.0,-0.11,-9.52,-26.8
1708,000776,广发证券,15.61,1.83,0.28,375943.0,587387580.18,2.09,15.74,15.42,15.42,15.33,1.8,0.64,10.77,0.96,118727248427.0,92162209745.0,0.06,0.0,0.64,-3.7
1709,002652,扬子新材,2.79,1.82,0.05,142286.0,39932100.6,2.92,2.83,2.75,2.78,2.74,1.33,2.78,-76.74,5.46,1428658560.0,1428658560.0,0.0,-0.36,-2.45,-1.06
1710,301122,采纳股份,19.05,1.82,0.34,22392.0,42984732.0,4.44,19.47,18.64,18.64,18.71,1.13,3.33,75.8,1.28,2328779785.0,1282799054.0,0.05,-0.37,-1.4,-5.83
1711,300826,测绘股份,15.08,1.82,0.27,15791.0,23717486.43,2.97,15.19,14.75,14.75,14.81,0.75,0.98,129.95,1.88,2510882039.0,2426811476.0,0.27,0.27,-9.65,-17.51
1712,605258,协和电子,27.98,1.82,0.5,9843.0,27449729.0,2.29,28.1,27.47,27.48,27.48,0.65,1.12,51.59,2.01,2462240000.0,2462240000.0,-0.04,0.11,-10.23,-7.81
1713,301551,无线传媒,47.65,1.82,0.85,14376.0,68276970.77,2.05,47.89,46.93,46.93,46.8,1.05,3.79,62.17,7.51,19060476500.0,1805093549.0,0.04,0.19,-4.89,-14.94
1714,002283,天润工业,6.17,1.82,0.11,274180.0,168060048.0,3.63,6.23,6.01,6.06,6.06,1.12,2.73,17.85,1.14,7030450788.0,6191758067.0,0.0,-0.16,12.59,15.98
1715,603327,福蓉科技,11.16,1.82,0.2,44545.0,49661830.0,1.73,11.2,11.01,11.03,10.96,1.1,0.58,103.92,4.03,8571754732.0,8571754732.0,0.09,0.09,-6.14,-8.07
1716,000429,粤高速Ａ,14.01,1.82,0.25,100495.0,141030729.76,2.54,14.18,13.83,13.86,13.76,1.84,0.77,11.14,2.64,29292193825.0,18259639374.0,-0.07,0.0,7.94,-4.69
1717,688092,爱科科技,20.65,1.82,0.37,7509.0,15517673.0,1.92,20.79,20.4,20.42,20.28,0.83,0.91,41.43,2.67,1707562067.0,1707562067.0,-0.19,-0.34,-0.15,0.73
1718,300752,隆利科技,18.47,1.82,0.33,35474.0,65441768.0,2.21,18.64,18.24,18.24,18.14,0.56,2.3,33.98,3.5,4160246632.0,2843996748.0,0.0,0.0,3.59,8.65
1719,001226,拓山重工,26.33,1.82,0.47,18954.0,49392866.0,2.44,26.35,25.72,25.87,25.86,1.21,10.15,60.6,2.62,1965974211.0,491494211.0,0.11,0.04,-12.7,-3.73
1720,603833,欧派家居,66.1,1.82,1.18,90253.0,617932979.0,8.92,71.15,65.36,67.1,64.92,3.77,1.48,32.69,2.13,40264982101.0,40264982101.0,0.17,0.47,1.07,-4.12
1721,688683,莱尔科技,25.24,1.82,0.45,11728.0,29342268.0,2.99,25.27,24.53,24.79,24.79,0.74,0.76,91.89,3.86,3916690928.0,3916690928.0,0.36,0.28,36.29,27.09
1722,603488,展鹏科技,7.28,1.82,0.13,32247.0,23485566.0,2.8,7.35,7.15,7.2,7.15,1.55,1.1,-35.13,2.2,2125690403.0,2125690403.0,-0.14,0.14,-6.91,-6.67
1723,002445,中南文化,2.24,1.82,0.04,564482.0,128473876.8,4.09,2.32,2.23,2.25,2.2,2.06,2.37,27.58,2.4,5357337061.0,5334429572.0,-0.44,-0.44,-4.68,-8.57
1724,688355,明志科技,17.33,1.82,0.31,11782.0,20412779.0,4.0,17.47,16.79,17.03,17.02,1.21,0.95,40.68,1.96,2148158728.0,2148158728.0,0.0,-0.23,-3.67,3.46
1725,300514,友讯达,12.88,1.82,0.23,47933.0,61636893.59,2.53,12.98,12.66,12.77,12.65,0.77,3.03,73.19,2.45,2576000000.0,2040365558.0,-0.08,-0.23,-11.05,-10.8
1726,603215,比依股份,15.71,1.81,0.28,103274.0,164650250.0,6.42,16.63,15.64,15.68,15.43,1.87,5.52,49.32,2.49,2961466948.0,2941357850.0,0.0,0.06,-0.82,-7.7
1727,300907,康平科技,23.57,1.81,0.42,15402.0,36280775.46,3.76,23.8,22.93,22.93,23.15,0.64,1.6,29.9,2.93,2262720000.0,2262720000.0,0.0,-0.08,7.87,12.02
1728,832225,利通科技,18.02,1.81,0.32,69136.0,125043968.65,5.54,18.48,17.5,17.51,17.7,1.36,8.35,16.04,3.22,2287078470.0,1491734415.0,0.17,0.22,60.32,76.67
1729,603978,深圳新星,13.49,1.81,0.24,34415.0,46528202.0,3.32,13.66,13.22,13.22,13.25,0.97,1.63,294.01,1.64,2847662094.0,2847662094.0,0.0,0.07,2.51,-12.46
1730,603324,盛剑科技,23.62,1.81,0.42,13042.0,30841531.0,2.11,23.85,23.36,23.37,23.2,0.83,0.87,42.69,2.09,3521129297.0,3521129297.0,0.0,-0.13,-6.01,-8.77
1731,300219,鸿利智汇,6.19,1.81,0.11,87136.0,53834948.57,2.96,6.23,6.05,6.05,6.08,0.82,1.23,177.47,1.69,4382170302.0,4374075392.0,0.0,0.0,-8.16,-17.36
1732,300103,达刚控股,5.64,1.81,0.1,50798.0,28785393.0,4.87,5.72,5.45,5.56,5.54,0.94,1.6,-80.9,3.53,1791269640.0,1789801040.0,0.0,0.0,-5.05,-10.33
1733,601218,吉鑫科技,3.37,1.81,0.06,592116.0,201098479.0,3.32,3.43,3.32,3.36,3.31,0.88,6.11,19.43,1.13,3265642935.0,3265642935.0,-0.59,-0.88,10.49,3.37
1734,688082,盛美上海,104.91,1.8,1.86,27726.0,292190393.0,3.19,107.2,103.91,106.66,103.05,2.48,0.64,46.98,5.73,46295858533.0,45752041497.0,-0.02,0.1,7.27,4.91
1735,002923,润都股份,11.85,1.8,0.21,120892.0,142448188.56,2.49,11.9,11.61,11.78,11.64,0.39,4.68,531.07,3.44,3968485439.0,3058305271.0,0.17,0.0,17.09,24.21
1736,300068,南都电源,14.11,1.8,0.25,254087.0,359121726.69,2.24,14.26,13.95,13.98,13.86,0.81,2.98,-11.9,3.35,12671342396.0,12027229094.0,0.0,-0.07,0.93,-12.58
1737,600426,华鲁恒升,20.39,1.8,0.36,198174.0,405908321.0,3.0,20.7,20.1,20.13,20.03,1.27,0.94,15.31,1.36,43292455759.0,43210009916.0,0.0,0.0,-2.81,-5.65
1738,002300,太阳电缆,5.67,1.8,0.1,153080.0,86862379.24,1.97,5.72,5.61,5.61,5.57,0.8,2.12,48.88,2.14,4095632079.0,4095299585.0,0.0,0.0,8.62,6.18
1739,300084,海默科技,6.77,1.8,0.12,286102.0,193032798.36,2.71,6.85,6.67,6.76,6.65,0.83,8.3,-46.49,2.68,3454378276.0,2332925644.0,-0.15,-0.15,23.77,25.84
1740,301580,爱迪特,51.67,1.79,0.91,10610.0,54639006.6,2.36,51.97,50.77,51.15,50.76,1.11,5.58,31.44,1.95,3932992620.0,983248168.0,-0.15,-0.27,-5.73,-11.07
1741,002877,智能自控,7.97,1.79,0.14,36072.0,28760226.6,2.68,8.04,7.83,7.85,7.83,0.8,1.51,130.09,2.46,2820388006.0,1901215533.0,0.0,-0.13,-2.92,-3.86
1742,300662,科锐国际,33.5,1.79,0.59,51973.0,175487658.35,4.77,34.36,32.79,33.0,32.91,0.88,2.65,28.52,3.23,6593013027.0,6575500332.0,-0.15,-0.39,65.76,59.07
1743,301567,贝隆精密,36.95,1.79,0.65,6429.0,23707098.0,2.84,37.14,36.11,36.7,36.3,0.92,3.03,82.75,3.54,2660400000.0,784812458.0,0.05,0.14,-6.53,-17.67
1744,688378,奥来德,18.17,1.79,0.32,24718.0,44951855.0,2.63,18.33,17.86,17.95,17.85,0.7,1.23,37.17,2.18,3782053176.0,3656094411.0,0.0,0.11,-16.84,-20.34
1745,603106,恒银科技,7.94,1.79,0.14,65393.0,51887676.0,2.31,7.99,7.81,7.81,7.8,0.73,1.26,193.22,3.15,4132928800.0,4132928800.0,0.13,0.13,-5.02,0.89
1746,873167,新赣江,24.45,1.79,0.43,26854.0,65313094.1,3.87,24.68,23.75,23.9,24.02,0.61,6.43,81.38,3.61,1732557563.0,1021566648.0,0.0,0.12,58.87,73.77
1747,300451,创业慧康,5.7,1.79,0.1,648459.0,370057932.58,3.93,5.78,5.56,5.66,5.6,0.88,4.25,-141.08,2.0,8830010744.0,8702154489.0,-0.18,-0.35,40.39,27.23
1748,301062,上海艾录,7.97,1.79,0.14,57859.0,45974203.2,2.3,8.01,7.83,7.83,7.83,0.8,1.86,1106.68,2.26,3445245235.0,2483522016.0,0.0,0.25,-26.88,-39.16
1749,002689,远大智能,3.41,1.79,0.06,126419.0,43188512.3,2.39,3.43,3.35,3.38,3.35,0.75,1.21,-26.14,3.1,3557689572.0,3556328297.0,0.29,-0.29,-5.8,-2.29
1750,002952,亚世光电,18.25,1.78,0.32,19062.0,34832885.25,3.29,18.6,18.01,18.14,17.93,1.04,1.44,168.14,3.45,2999205000.0,2409821834.0,0.0,-0.16,-12.85,-32.03
1751,300693,盛弘股份,29.69,1.78,0.52,90536.0,268862659.06,3.33,29.99,29.02,29.02,29.17,0.9,3.38,31.85,5.35,9286907985.0,7941896652.0,0.03,0.03,1.4,10.13
1752,603380,易德龙,23.38,1.78,0.41,21798.0,50767156.0,2.92,23.54,22.87,23.25,22.97,1.04,1.36,22.45,2.43,3751115256.0,3751115256.0,0.21,0.21,-5.84,-6.44
1753,920108,宏海科技,23.41,1.78,0.41,29540.0,69538231.88,4.04,24.1,23.17,23.2,23.0,0.6,12.68,186.47,6.0,2879430000.0,545166228.0,0.0,-0.51,320.29,320.29
1754,300792,壹网壹创,24.08,1.78,0.42,77249.0,186858913.3,3.34,24.6,23.81,23.92,23.66,0.84,3.63,54.87,1.98,5705580938.0,5117810846.0,0.08,0.08,-11.89,0.33
1755,301020,密封科技,20.0,1.78,0.35,15780.0,31496704.0,2.19,20.13,19.7,19.7,19.65,0.78,1.08,27.31,3.04,2928000000.0,2928000000.0,-0.1,0.0,6.27,6.67
1756,688503,聚和材料,31.96,1.78,0.56,46493.0,148715355.0,4.01,32.41,31.15,31.15,31.4,0.9,2.57,21.57,1.63,7735395230.0,5774047999.0,0.03,0.06,-35.17,-27.84
1757,688123,XD聚辰股,72.58,1.78,1.27,45840.0,329059570.0,3.23,72.7,70.4,71.02,71.31,1.0,2.9,28.84,5.04,11476046143.0,11476046143.0,0.04,0.06,6.2,24.67
1758,300923,研奥股份,23.05,1.77,0.4,28614.0,65364210.36,2.91,23.11,22.45,22.65,22.65,1.11,3.75,98.92,1.57,1811730000.0,1760005800.0,0.13,0.0,17.42,18.69
1759,300760,迈瑞医疗,219.66,1.77,3.81,82644.0,1811710768.93,3.46,221.64,214.18,215.5,215.85,1.49,0.68,25.33,6.9,266324876606.0,266320000154.0,0.11,0.05,-5.48,-13.86
1760,301408,华人健康,11.47,1.77,0.2,69446.0,79656398.0,3.9,11.7,11.26,11.27,11.27,1.46,4.66,18.74,2.22,4588114700.0,1710994845.0,-0.17,-0.26,6.01,3.99
1761,600530,交大昂立,4.61,1.77,0.08,61266.0,28396301.0,2.87,4.69,4.56,4.57,4.53,0.87,0.79,-129.72,11.2,3572381200.0,3572381200.0,0.0,0.0,2.22,-4.55
1762,300733,西菱动力,16.7,1.77,0.29,60504.0,100644617.4,3.29,16.89,16.35,16.37,16.41,0.69,2.68,60.76,3.1,5104793876.0,3766146976.0,0.0,0.06,27.38,43.1
1763,002946,新乳业,16.66,1.77,0.29,90288.0,152092305.65,5.19,17.15,16.3,16.41,16.37,0.65,1.06,26.9,4.52,14338827441.0,14172757012.0,0.06,-0.12,15.37,15.06
1764,301519,舜禹股份,12.63,1.77,0.22,15129.0,19036906.0,2.58,12.68,12.36,12.36,12.41,0.9,1.94,-31.36,1.41,2073340800.0,985297875.0,0.0,0.08,-1.94,-6.51
1765,300627,华测导航,42.55,1.77,0.74,45643.0,193949354.46,2.56,42.82,41.75,41.75,41.81,0.62,1.01,40.95,6.33,23379636779.0,19294417066.0,0.05,0.12,5.98,1.79
1766,300046,台基股份,30.98,1.77,0.54,98440.0,304157275.5,2.43,31.1,30.36,30.45,30.44,0.9,4.16,107.21,6.53,7327741874.0,7327741874.0,-0.03,0.19,-2.43,-14.44
1767,601126,四方股份,17.27,1.77,0.3,202848.0,351115691.0,3.65,17.53,16.91,16.92,16.97,1.32,2.48,14.9,2.98,14390538360.0,14141603399.0,0.06,0.12,5.89,1.83
1768,300736,百邦科技,9.26,1.76,0.16,67479.0,62646539.0,4.73,9.43,9.0,9.2,9.1,1.15,5.3,-64.03,13.33,1204410271.0,1178036985.0,-0.32,-0.22,0.54,-3.84
1769,300241,瑞丰光电,5.19,1.76,0.09,126412.0,65464690.0,2.35,5.22,5.1,5.1,5.1,0.63,2.21,32.39,1.65,3560190025.0,2967769793.0,0.0,0.0,-3.35,-5.46
1770,301348,蓝箭电子,22.57,1.76,0.39,32933.0,74084739.32,2.03,22.63,22.18,22.24,22.18,0.83,2.55,-154.8,2.97,4514000000.0,2917909230.0,-0.09,-0.04,-4.08,-11.9
1771,002100,天康生物,6.35,1.76,0.11,519735.0,332837058.62,3.85,6.54,6.3,6.32,6.24,1.61,3.81,14.63,1.22,8669347120.0,8669347120.0,0.0,-0.16,0.79,-3.05
